#	image_name	image_num	energy	intensity	exposure_timeangle
1	yyy	0	8000	27397958.0	0.10001030308899003	14.306999999999999
2	yyy	1	8005	27376238.0	0.10001030308899003	14.298
3	yyy	2	8010	27363188.0	0.10001030308899003	14.289
4	yyy	3	8015	27360878.0	0.10001030308899003	14.28
5	yyy	4	8020	27359973.0	0.10001030308899003	14.270999999999999
6	yyy	5	8025	27369260.0	0.10001030308899003	14.261999999999999
7	yyy	6	8030	27390275.0	0.10001030308899003	14.253
8	yyy	7	8035	27410187.0	0.10001030308899003	14.244
9	yyy	8	8040	27417031.0	0.10001030308899003	14.235
10	yyy	9	8045	27401737.0	0.10001030308899003	14.225999999999999
11	yyy	10	8050	27353329.0	0.10001030308899003	14.216999999999999
#	image_name	image_num	energy	intensity	exposure_timeangle
1	yyy	11	8000	27982156.0	0.10001030308899003	14.306999999999999
2	yyy	12	8005	28012498.0	0.10001030308899003	14.298
3	yyy	13	8010	27999305.0	0.10001030308899003	14.289
4	yyy	14	8015	27920303.0	0.10001030308899003	14.28
5	yyy	15	8020	27950877.0	0.10001030308899003	14.270999999999999
6	yyy	16	8025	27945742.0	0.10001030308899003	14.261999999999999
7	yyy	17	8030	27966422.0	0.10001030308899003	14.253
8	yyy	18	8035	27983210.0	0.10001030308899003	14.244
9	yyy	19	8040	28029826.0	0.10001030308899003	14.235
10	yyy	20	8045	27980337.0	0.10001030308899003	14.225999999999999
11	yyy	21	8050	28034981.0	0.10001030308899003	14.216999999999999
#	image_name	image_num	energy	intensity	exposure_timeangle
1	www	0	8000	27453539.0	0.10001030308899003	14.306999999999999
2	www	1	8005	27379135.0	0.10001030308899003	14.298
3	www	2	8010	27353474.0	0.10001030308899003	14.289
4	www	3	8015	27333345.0	0.10001030308899003	14.28
5	www	4	8020	27315329.0	0.10001030308899003	14.270999999999999
6	www	5	8025	27298644.0	0.10001030308899003	14.261999999999999
7	www	6	8030	27278908.0	0.10001030308899003	14.253
8	www	7	8035	27262767.0	0.10001030308899003	14.244
9	www	8	8040	27251243.0	0.10001030308899003	14.235
10	www	9	8045	27242175.0	0.10001030308899003	14.225999999999999
11	www	10	8050	27235189.0	0.10001030308899003	14.216999999999999
